TIME_PERIOD	TERRITORIO	MEDIDAS	PRODUCTO_AGRICOLA	POSICION_COMERCIAL	OBS_VALUE	CONFIDENCIALIDAD_OBSERVACION	CONFIDENCIALIDAD_OBSERVACION_CODE	ESTADO_OBSERVACION	ESTADO_OBSERVACION_CODE
10/2017	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	31.58				
10/2017	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.19				
10/2017	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.18				
09/2017	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.57	Abierto (libre para publicación)	F	Valor normal	A
09/2017	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	46.15				
09/2017	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	42.5				
09/2017	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.18				
09/2017	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.17				
08/2017	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.4	Abierto (libre para publicación)	F	Valor normal	A
08/2017	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	33.33				
08/2017	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	25				
08/2017	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.1				
08/2017	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.08				
07/2017	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.32	Abierto (libre para publicación)	F	Valor normal	A
07/2017	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-8.57				
07/2017	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	3.23				
07/2017	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.03				
07/2017	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.01				
06/2017	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.31	Abierto (libre para publicación)	F	Valor normal	A
06/2017	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-16.22				
06/2017	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-16.22				
06/2017	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.06				
06/2017	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.06				
05/2017	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.37	Abierto (libre para publicación)	F	Valor normal	A
05/2017	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	2.78				
05/2017	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-9.76				
05/2017	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.01				
05/2017	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.04				
04/2017	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.41	Abierto (libre para publicación)	F	Valor normal	A
04/2017	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	17.14				
04/2017	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-19.61				
04/2017	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.06				
04/2017	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.1				
03/2017	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.51	Abierto (libre para publicación)	F	Valor normal	A
03/2017	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	37.84				
03/2017	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-15				
03/2017	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.14				
03/2017	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.09				
02/2017	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.6	Abierto (libre para publicación)	F	Valor normal	A
02/2017	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	50				
02/2017	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	0				
02/2017	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.2				
02/2017	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0				
01/2017	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.6	Abierto (libre para publicación)	F	Valor normal	A
01/2017	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	46.34				
01/2017	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	17.65				
01/2017	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.19				
01/2017	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.09				
12/2016	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.51	Abierto (libre para publicación)	F	Valor normal	A
12/2016	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
12/2016	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-8.93				
12/2016	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
12/2016	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.05				
11/2016	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.56	Abierto (libre para publicación)	F	Valor normal	A
11/2016	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
11/2016	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	0				
11/2016	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
11/2016	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0				
10/2016	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.56	Abierto (libre para publicación)	F	Valor normal	A
10/2016	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
10/2016	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	43.59				
10/2016	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
10/2016	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.17				
09/2016	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.39	Abierto (libre para publicación)	F	Valor normal	A
09/2016	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
09/2016	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	30				
09/2016	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
09/2016	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.09				
08/2016	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.3	Abierto (libre para publicación)	F	Valor normal	A
08/2016	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
08/2016	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-14.29				
08/2016	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
08/2016	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.05				
07/2016	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.35	Abierto (libre para publicación)	F	Valor normal	A
07/2016	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
07/2016	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-5.41				
07/2016	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
07/2016	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.02				
06/2016	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.37	Abierto (libre para publicación)	F	Valor normal	A
06/2016	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
06/2016	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	2.78				
06/2016	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
06/2016	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.01				
05/2016	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.36	Abierto (libre para publicación)	F	Valor normal	A
05/2016	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
05/2016	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	2.86				
05/2016	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
05/2016	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.01				
04/2016	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.35	Abierto (libre para publicación)	F	Valor normal	A
04/2016	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
04/2016	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-5.41				
04/2016	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
04/2016	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.02				
03/2016	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.37	Abierto (libre para publicación)	F	Valor normal	A
03/2016	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
03/2016	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-7.5				
03/2016	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
03/2016	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.03				
02/2016	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.4	Abierto (libre para publicación)	F	Valor normal	A
02/2016	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
02/2016	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-2.44				
02/2016	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
02/2016	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.01				
01/2016	Gran Canaria	Precio medio ponderado	Plátanos	En origen	0.41	Abierto (libre para publicación)	F	Valor normal	A
01/2016	Gran Canaria	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
01/2016	Gran Canaria	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen				Valor no disponible	O
01/2016	Gran Canaria	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
01/2016	Gran Canaria	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen				Valor no disponible	O
06/2021	Tenerife	Precio medio ponderado	Plátanos	En origen		Abierto (libre para publicación)	F	Valor no disponible	O
06/2021	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen				Valor no disponible	O
06/2021	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen				Valor no disponible	O
06/2021	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen				Valor no disponible	O
06/2021	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen				Valor no disponible	O
05/2021	Tenerife	Precio medio ponderado	Plátanos	En origen	0.42	Abierto (libre para publicación)	F	Valor provisional	P
05/2021	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	10.53			Valor provisional	P
05/2021	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-17.7			Valor provisional	P
05/2021	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.04			Valor provisional	P
05/2021	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.09			Valor provisional	P
04/2021	Tenerife	Precio medio ponderado	Plátanos	En origen	0.51	Abierto (libre para publicación)	F	Valor provisional	P
04/2021	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	34.21			Valor provisional	P
04/2021	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	21.43			Valor provisional	P
04/2021	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.13			Valor provisional	P
04/2021	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.09			Valor provisional	P
03/2021	Tenerife	Precio medio ponderado	Plátanos	En origen	0.42	Abierto (libre para publicación)	F	Valor normal	A
03/2021	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	31.25				
03/2021	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-6.67				
03/2021	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.10				
03/2021	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.03				
02/2021	Tenerife	Precio medio ponderado	Plátanos	En origen	0.45	Abierto (libre para publicación)	F	Valor normal	A
02/2021	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	45.16				
02/2021	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-8.16				
02/2021	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.14				
02/2021	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.04				
01/2021	Tenerife	Precio medio ponderado	Plátanos	En origen	0.49	Abierto (libre para publicación)	F	Valor normal	A
01/2021	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	28.95				
01/2021	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	22.50				
01/2021	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.11				
01/2021	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.09				
12/2020	Tenerife	Precio medio ponderado	Plátanos	En origen	0.4	Abierto (libre para publicación)	F	Valor normal	A
12/2020	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-31.03				
12/2020	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-40.3				
12/2020	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.18				
12/2020	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.27				
11/2020	Tenerife	Precio medio ponderado	Plátanos	En origen	0.67	Abierto (libre para publicación)	F	Valor normal	A
11/2020	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-34.31				
11/2020	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-31.63				
11/2020	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.35				
11/2020	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.31				
10/2020	Tenerife	Precio medio ponderado	Plátanos	En origen	0.98	Abierto (libre para publicación)	F	Valor normal	A
10/2020	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-3.92				
10/2020	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	25.64				
10/2020	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.04				
10/2020	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.2				
09/2020	Tenerife	Precio medio ponderado	Plátanos	En origen	0.78	Abierto (libre para publicación)	F	Valor normal	A
09/2020	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	14.71				
09/2020	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	30				
09/2020	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.1				
09/2020	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.18				
08/2020	Tenerife	Precio medio ponderado	Plátanos	En origen	0.6	Abierto (libre para publicación)	F	Valor normal	A
08/2020	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	81.82				
08/2020	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	17.65				
08/2020	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.27				
08/2020	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.09				
07/2020	Tenerife	Precio medio ponderado	Plátanos	En origen	0.51	Abierto (libre para publicación)	F	Valor normal	A
07/2020	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	70				
07/2020	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	37.84				
07/2020	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.21				
07/2020	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.14				
06/2020	Tenerife	Precio medio ponderado	Plátanos	En origen	0.37	Abierto (libre para publicación)	F	Valor normal	A
06/2020	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	15.63				
06/2020	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-2.63				
06/2020	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.05				
06/2020	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.01				
05/2020	Tenerife	Precio medio ponderado	Plátanos	En origen	0.38	Abierto (libre para publicación)	F	Valor normal	A
05/2020	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	5.56				
05/2020	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	0				
05/2020	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.02				
05/2020	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0				
04/2020	Tenerife	Precio medio ponderado	Plátanos	En origen	0.38	Abierto (libre para publicación)	F	Valor normal	A
04/2020	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	0				
04/2020	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	18.75				
04/2020	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	0				
04/2020	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.06				
03/2020	Tenerife	Precio medio ponderado	Plátanos	En origen	0.32	Abierto (libre para publicación)	F	Valor normal	A
03/2020	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-34.69				
03/2020	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	3.23				
03/2020	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.17				
03/2020	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.01				
02/2020	Tenerife	Precio medio ponderado	Plátanos	En origen	0.31	Abierto (libre para publicación)	F	Valor normal	A
02/2020	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-56.94				
02/2020	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-18.42				
02/2020	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.41				
02/2020	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.07				
01/2020	Tenerife	Precio medio ponderado	Plátanos	En origen	0.38	Abierto (libre para publicación)	F	Valor normal	A
01/2020	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-48.65				
01/2020	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-34.48				
01/2020	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.36				
01/2020	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.2				
12/2019	Tenerife	Precio medio ponderado	Plátanos	En origen	0.58	Abierto (libre para publicación)	F	Valor normal	A
12/2019	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-20.55				
12/2019	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-43.14				
12/2019	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.15				
12/2019	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.44				
11/2019	Tenerife	Precio medio ponderado	Plátanos	En origen	1.02	Abierto (libre para publicación)	F	Valor normal	A
11/2019	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	52.24				
11/2019	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	0				
11/2019	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.35				
11/2019	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0				
10/2019	Tenerife	Precio medio ponderado	Plátanos	En origen	1.02	Abierto (libre para publicación)	F	Valor normal	A
10/2019	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	39.73				
10/2019	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	50				
10/2019	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.29				
10/2019	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.34				
09/2019	Tenerife	Precio medio ponderado	Plátanos	En origen	0.68	Abierto (libre para publicación)	F	Valor normal	A
09/2019	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-18.07				
09/2019	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	106.06				
09/2019	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.15				
09/2019	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.35				
08/2019	Tenerife	Precio medio ponderado	Plátanos	En origen	0.33	Abierto (libre para publicación)	F	Valor normal	A
08/2019	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-60.24				
08/2019	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	10				
08/2019	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.5				
08/2019	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.03				
07/2019	Tenerife	Precio medio ponderado	Plátanos	En origen	0.3	Abierto (libre para publicación)	F	Valor normal	A
07/2019	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-63.41				
07/2019	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-6.25				
07/2019	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.52				
07/2019	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.02				
06/2019	Tenerife	Precio medio ponderado	Plátanos	En origen	0.32	Abierto (libre para publicación)	F	Valor normal	A
06/2019	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-61.45				
06/2019	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-11.11				
06/2019	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.51				
06/2019	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.04				
05/2019	Tenerife	Precio medio ponderado	Plátanos	En origen	0.36	Abierto (libre para publicación)	F	Valor normal	A
05/2019	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-50.68				
05/2019	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-5.26				
05/2019	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.37				
05/2019	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.02				
04/2019	Tenerife	Precio medio ponderado	Plátanos	En origen	0.38	Abierto (libre para publicación)	F	Valor normal	A
04/2019	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	-33.33				
04/2019	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-22.45				
04/2019	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	-0.19				
04/2019	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.11				
03/2019	Tenerife	Precio medio ponderado	Plátanos	En origen	0.49	Abierto (libre para publicación)	F	Valor normal	A
03/2019	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	2.08				
03/2019	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-31.94				
03/2019	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.01				
03/2019	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.23				
02/2019	Tenerife	Precio medio ponderado	Plátanos	En origen	0.72	Abierto (libre para publicación)	F	Valor normal	A
02/2019	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	94.59				
02/2019	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-2.7				
02/2019	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.35				
02/2019	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.02				
01/2019	Tenerife	Precio medio ponderado	Plátanos	En origen	0.74	Abierto (libre para publicación)	F	Valor normal	A
01/2019	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	124.24				
01/2019	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	1.37				
01/2019	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.41				
01/2019	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.01				
12/2018	Tenerife	Precio medio ponderado	Plátanos	En origen	0.73	Abierto (libre para publicación)	F	Valor normal	A
12/2018	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	121.21				
12/2018	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	8.96				
12/2018	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.4				
12/2018	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	0.06				
11/2018	Tenerife	Precio medio ponderado	Plátanos	En origen	0.67	Abierto (libre para publicación)	F	Valor normal	A
11/2018	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	45.65				
11/2018	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-8.22				
11/2018	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.21				
11/2018	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.06				
10/2018	Tenerife	Precio medio ponderado	Plátanos	En origen	0.73	Abierto (libre para publicación)	F	Valor normal	A
10/2018	Tenerife	Precio medio ponderado. Tasa de variación anual.	Plátanos	En origen	4.29				
10/2018	Tenerife	Precio medio ponderado. Tasa de variación interperiódica.	Plátanos	En origen	-12.05				
10/2018	Tenerife	Precio medio ponderado. Variación anual.	Plátanos	En origen	0.03				
10/2018	Tenerife	Precio medio ponderado. Variación interperiódica.	Plátanos	En origen	-0.1				
09/2018	Tenerife	Precio medio ponderado	Plátanos	En origen	0.83	Abierto (libre para publicación)	F	Valor normal	A
